DRUG,NDC
Colchicine,55390060502
Etomidate,55390076210
Etomidate,409669501
Etomidate,74806201
Indigotindisulfonate Sodium,517037510
Isoproterenol,409141005
Isoproterenol HCl,74141005
NORepinephrine,781893285
NORepinephrine,409144304
Norepinephrine,703115303
Norepinephrine,74144304
Norepinephrine,409144304
Norepinephrine Bitartrate,74144304
Methylene Blue 1%,517030110
Methylene Blue 1%,61703040242
Methylergonovine Maleate,78005303
Perphenazine,781104613
Physostigmine Salicylate,60267060066
NEO*SC*Phytonadione,409915701
NEO*SC*Phytonadione,6778433
NEO*SC*Phytonadione,74915701
Terbutaline Sulfate,55390010110
Pulmicort,186198904
Budesonide,186198904
budesonide,186198904
Caphosol,8489800001
Cromolyn,18860067870
Gastrocrom,18860067870
Gastrocrom,53014067870
Digoxin,641141035
Ephedrine,66758000802
Ephedrine Sulfate,74307331
Ephedrine Sulfate (Pressors),74307331
Alcohol Dehydrated,517857510
Haloperidol Decanoate,45025301
Lidocaine 4%,186023503
Lidocaine,409471332
Lidocaine 1%,409471332
Lidocaine 1%,186021003
Lidocaine 1% ,409471332
Lidocaine 1% PF,409471332
Lidocaine 2%,186021503
Lidocaine 2%,409428201
Lidocaine 2% P.f.,186021503
Lidocaine 2% P.f.,409428201
Nalbuphine HCl,74146301
Nalbuphine HCl,409146301
Phytonadione,74915801
Promethazine,641092825
Promethazine HCl,641149535
Promethazine HCl,641092825
ChlorproMAZINE,641139735
Chlorpromazine,7506111
Chlorpromazine HCl,641139735
Chlorpromazine,641139735
Chlorpromazine HCl,7506111
Torsemide,4026706
Budesonide,186198804
budesonide,186198804
Pulmicort,186198804
Caffeine-Sodium Benzoate,517250210
Hemabate,9085608
Hydromorphone-HP,44101725
Ethanol 70% Catheter DWELL (Tunneled Access Line),517857510
Fentanyl Citrate,11098003005
Fentanyl Citrate,10019003372
Hydromorphone P.F.,74233211
Hydromorphone P.F.,74128301
Hydromorphone P.F.,44101101
Lidocaine 1%,186023003
Lidocaine 1%,74471302
Lidocaine 2%,409427701
Lidocaine 2% P.f.,409427701
Neomycin/Polymyxin B Sulfate,61570004710
Iloprost,10148010200
Lidocaine 2%,74428202
Lidocaine 2%,186024044
Enoxaparin Sodium,75062403
NEO*IV*Digoxin,641141035
Fentanyl Citrate,54569475100
Propofol (Generic),54569475100
Propofol (Generic),10019021301
Parenteral Nutrition (TPN),74323601
Albumin 25% (12.5g / 50mL),67467064301
CefazoLIN,264310311
Cefazolin,7313705
CefazoLIN,264310511
Cefotetan,310037851
Cefotetan,310037951
CeftAZIDime,173041200
CeftazIDIME,173041200
Ceftazidime,173041200
CeftAZIDime,173041300
CeftazIDIME,173041300
Ceftazidime,173041300
CefTRIAXone,4200278
CeftriaXONE,338500241
Ceftriaxone,4200278
CefTRIAXone,4200378
CeftriaXONE,338500341
Ceftriaxone,4200378
LR,338011704
Lactated Ringers,338011704
Magnesium ,409672924
Magnesium,409672924
Magnesium Sulfate,409672924
Magnesium Sulfate Replacement (Oncology),409672924
Magnesium Sulfate,409672923
Nafcillin,338101741
Nafcillin,338101948
Oxacillin,338101341
Penicillin G Potassium,338102141
Penicillin G Potassium,338102341
Sterile Water,338001304
Sterile Water,74797308
Vancomycin,338355248
Vancomycin HCl,338355248
ACD-A for CRRT,23731605305
Citrate Dextrose 3% (ACD-A) CRRT,23731605305
Aztreonam,3224011
Aztreonam,51479004901
D5W (EXCEL BAG),264751020
D5W (Excel),264751010
DOBUTamine,74234632
DOBUTamine,338107302
DOBUTamine,409234632
Esmolol,10019007587
Esmolol in Saline (Iso-osm),10019007587
Potassium Chloride,338070541
Midazolam,61553019648
Penicillin G Potassium,338102541
Dextran 40 10%,338027003
DOPamine,338101102
DOPamine,338100702
DopAmine,338101102
Famotidine,6353750
Famotidine,338519741
Famotidine (IV),6353750
Fluconazole,49343526
Fluconazole,409468823
Fluconazole,703102930
Gentamicin,338050741
Gentamicin,338050941
Linezolid,9514001
Magnesium Sulfate (Latex Free),409672924
Milrinone,338601048
Milrinone,24120301
NEO*IV*Piperacillin-Tazobactam,206845216
NiCARdipine IV,24477032302
Piperacillin-Tazobactam,206886202
Piperacillin-Tazobactam Na,206886201
Piperacillin-Tazobactam Na,206886202
Piperacillin-Tazobactam Na,206845525
Piperacillin-Tazobactam Na,206885516
Neo*IV*MetronidAZOLE,338105548
1/4 NS,338001304
Cipro,26855236
Ciprofloxacin,26855236
Ciprofloxacin IV,409477723
Ciprofloxacin IV,781323909
Ciprofloxacin IV,85175502
Ciprofloxacin in D5W,26855236
Ciprofloxacin,26855463
Ciprofloxacin IV,409477702
Ciprofloxacin IV,85174102
Ciprofloxacin IV,409477750
Amino Acids 4.25%-Dextrose 5%,338114403
Amino Acids 4.25% W/ Dextrose 5%,338114403
Clindamycin,9338101
Clindamycin,9338102
Clindamycin,9337501
Clindamycin,9337502
Clindamycin,9338201
Clindamycin,9338202
Dextrose 20% in Water (D20W),338003003
Dextrose 20% in Water (D20W),338071134
D5W W 0.2% Albumin,338001731
DopAmine,409780922
DopAmine,74780922
Esmolol,10019005561
Fentanyl PCA,61553011841
Fentanyl Citrate,61553011841
Gentamicin,338051141
Gentamicin,338050748
NS,338043103
Heparin Sodium,264958720
Heparin Sodium,338055002
Heparin Sodium,409779362
Levofloxacin,45006701
Levofloxacin,45006801
LevoFLOXacin,45006801
Levofloxacin,45006601
Levofloxacin,50458016601
LevoFLOXacin,45006601
Lidocaine,74793124
Magnesium Sulfate (OB),409672903
MetRONIDAZOLE (FLagyl),409781124
Morphine Sulfate,409606211
Morphine Sulfate,61553018352
Morphine Infusion ? Comfort Care Guidelines,409606211
*NF* Moxifloxacin,26858231
NORepinephrine,61553015311
NS (Mini Bag Plus),338055311
PlasmaLyte,338022104
Piperacillin-Tazobactam,206885216
Piperacillin-Tazobactam Na,206845216
Piperacillin-Tazobactam Na,206885216
Citrate Dextrose 3% (ACD-A) CRRT,942064104
Aztreonam,3223011
Travasol 4.25% W/ Dextrose 5%,338085104
Dextran 40 10%,338027203
Dextran 40 10% in D5W,409741803
NS (Excel),264780020
NS (Excel),264780010
0.9% Sodium Chloride (EXCEL BAG),264780010
Fluconazole,703102030
Fluconazole,49343626
Fluconazole,61703041464
Fluconazole,338604537
Heparin Sodium,74779362
Lidocaine,338040903
Lidocaine,409793124
NS (Mini Bag Plus),338055318
0.9% Sodium Chloride (Mini Bag Plus),338055318
Starter PN D5,264934155
Starter PN D10,264934155
0.45 % Sodium Chloride,338004304
Amino Acids 5%-Dextrose 15%,338114703
Fat Emulsion 10%,338051802
Fat Emulsion 20%,338051902
Fat Emulsion 20%,409978903
Oxytocin,61553074004
Calcium Gluconate,61553008348
Heparin (IABP),338043103
HEParin (Porcine) in NS (PF),338043103
HYDROmorphone,61553020648
HYDROmorphone (Dilaudid),61553020648
Potassium Chl 20 mEq / 1000 mL NS,338069104
Potassium Chl 40 mEq / 1000 mL NS,338080704
PrismaSol  (B32 K0),24571010305
Tirofiban,25208000202
Potassium Chl 20 mEq / 1000 mL D5W,338068304
Potassium Chl 40 mEq / 1000 mL D5W,338068704
Potassium Chl 20 mEq / 1000 mL D5LR,338081104
Potassium Chl 20 mEq / 1000 mL D5NS,338080304
Potassium Chl 40 mEq / 1000 mL D5NS,338080704
Potassium Chl 20 mEq / 1000 mL D5 1/2 NS,338067104
Potassium Chl 40 mEq / 1000 mL D5 1/2 NS,338067504
Basis,72140085731
Saliva Substitute,54376950
Fleet Phospho-Soda,132010803
Ibuprofen,45044804
Ibuprofen,50580060150
Ibuprofen Suspension,50580060150
Ibuprofen Suspension,45044804
Medium Chain Triglycerides,41679036513
MCT Oil,41679036513
NEO*PO*MCT Oil,87036503
NEO*PO*MCT Oil,41679036513
NEO*PO*Mct Oil,87036503
Neo*Nasal*Sodium Chloride 0.9%,74488810
Neo*Nasal*Sodium Chloride 0.9%,409488810
Peppermint ,395224391
Peppermint Oil,395224391
Sarna Lotion,54162055007
Sarna Lotion,61924018808
Sarna Lotion,145062805
Talc,145150405
Povidone Iodine 1/2 Strength,34210001
Povidone Iodine 1/2 Strength,67618015001
Povidone Iodine 1/4 Strength,67618015001
Povidone Iodine 1/4 Strength,34210001
Calcitonin Salmon,60505082306
Clindamycin,9311602
Clindamycin,168020160
Clindamycin Phosphate,9311602
Coal Tar 3% Shampoo,79511050204
Cyclopentolate-Phenylephrine,65035902
Desmopressin Nasal,75245201
Dextromethorphan Poly Complex,53014084261
Dextromethorphan-Guaifenesin (Sugar Free),61787006204
Guaifenesin-Dextromethorphan,61787006204
Epinephrine Inhalation,487590199
Epinephrine Inhalation,487590101
Fleet Phospho-Soda,132010915
Golytely,52268010001
Golytely,91440123
Hydrocortisone Enema,574202001
Lindane Lotion,60432054660
Miconazole Powder 2%,49452477503
Miconazole Powder 2%,67094915
Miconazole Powder 2%,64065001
NEO*PO*Ferrous Sulfate Elixer,182138167
NEO*PO*Ferrous Sulfate Elixir,182138167
NS (Glass Bottle),409158411
NS (Irrigation Bottle),338004802
Orange Oil,395200391
Neo-Synephrine,24135202
pramoxine,496074804
Selenium Sulfide,472153304
Selenium Sulfide,49999074704
*NF* Pediatric Vitamins ADC,50383063550
Acetic Acid 0.25% Irrig. Soln,409614309
Acetic Acid 0.25% Irrig. Soln,74614309
Alcohol 10%,264197800
*NF* Arginine HCl,9043624
*NF* Benzoyl Peroxide 5% Wash,72690505
Balanced Salt Opth. Soln,65079515
Carteolol 1% Ophth Soln,24208036705
charcoal,574012008
Charcoal,574012008
Charcoal-Sorbitol,574012008
Clindamycin,9076004
Clindamycin Suspension,9076004
D5W (Glass Bottle),409792337
Dakins 1/2 Strength,436094616
Dakins 1/4 Strength,436094616
Fleet Enema,132000119
Fluorometholone 0.1% Ophth Susp.,11980021105
Gastroview (Diatrizoate Meglumine & Sodium),19481604
Glycerin,65003508
Glycerin 50%,65003508
Glycerin Supps,182027124
Glycerin Supps,713010113
Eptifibatide,85113601
Itraconazole,50458029515
Kayexalate,574200202
Sodium Polystyrene Sulfonate,54881611
Sodium Polystyrene Sulfonate,46287000660
Sodium Polystyrene Sulfonate,574200202
Kaopectate/Benadryl/Lido Visc.,54350049
Kaolin-Pectin/Benadryl/Lido Visc.,54350049
Ketoconazole Shampoo,45802046564
Ketoconazole Shampoo,50458022304
Ammonium Lactate,245002322
Lactic Acid 12% Lotion,245002322
Lactic Acid 12% Lotion,72571208
Lindane Shampoo,68188093190
Aluminum-Magnesium Hydroxide,67033062
Aluminum-Magnesium Hydrox.-Simethicone,67033062
Magnesium Citrate,436515110
Magnesium Citrate,395421010
Magnesium Citrate,363069338
NEO*PO*Cephalexin Suspension,54569102500
Terbinafine 1% Spray,67400101
Vancomycin Enema,2144401
Papain-Urea Spray,64100133
aceta,904525530
Acetaminophen (Liquid),54569281400
Acetaminophen,54569281400
Acetaminophen (Liquid),904525530
Oxymetazoline HCl,85075604
Albumin ,68516521402
Albumin 5%,68516521402
Albumin 5% ,68516521402
Albumin 5% (25g / 500mL),68516521402
Aluminum Hydroxide Suspension,121073312
Amoxicillin Oral Susp.,54569009300
AMOXicillin Oral Susp.,54569009300
AMOXicillin Oral Susp.,49999016850
Amoxicillin Oral Susp.,49999016850
Amoxicillin Oral Susp.,3173840
Augmentin Suspension,29609039
Astelin,37024130
Neo*PO*Azithromycin,69311019
Cephalexin,55045141500
Cephalexin ,55045141500
char,574012008
Activated Charcoal-Sorbitol,574012008
Phenaseptic Throat Spray,536242558
Chloraseptic Throat Spray,78112001103
Chloraseptic Throat Spray,536242558
Hydrocortisone Acetate 10%  Foam,68220014015
Dextran 40 10%,264196210
Erythromycin,74636902
Erythromycin Ethylsuccinate,74636902
Fluconazole,59762503001
Fluconazole,49345019
Fluconazole Suspension,49345019
Debrox 6.5%,904322035
Debrox 6.5%,87701089415
Carbamide Peroxide 6.5%,904322035
Kaolin/Pectin,10038011734
Kaolin/Pectin,54348254
Kaopectate (bismuth subsalicy),9521301
Acular,23218105
ketorolac,23218105
Lactulose,60432003864
Lidocaine Viscous 2%,54350049
NEO*PO*Propranolol,54372763
Nitroglycerin,74148402
Nitroglycerin,338105102
Nitroglycerin,409148402
Bismuth Subsalicylate,182181144
Fluocinolone Acetonide 0.01% Solution,168005960
Fluocinolone 0.01% Solution,168005960
Tobramycin-Dexamethasone Ophth Susp,65064725
Tobramycin-Dexamethasone Ophth Susp,24208029525
Tobramycin-Dexamethasone Ophth Susp,61314064725
Tromethamine,74159304
Volumen (Barium Sulfate 0.1% Suspension),32909094503
Alternagel-Benadryl-Lidocaine Visc.,54350547
Aspirin,904404073
Asp,904404073
Aspirin Desensitization (Angioedema),904404073
char,574012004
Charcoal Aqueous (Activated),574012004
Charcoal Aqueous (Activated),574012174
Clobetasol Propionate 0.05% Soln,60432013325
dival,74611411
Divalproex,74611411
Divalproex ,74611411
Hydroxypropyl Meth. 2.5% Ophth,17478006412
Lactulose,32160280
Lactulose,603137859
Lactulose Enema,603137859
Morphine Sulfate,74606211
Morphine Sulfate,74606202
NEO*PO*Calcium Carbonate Suspension,54811616
NEO*PO*Poly-VI-solution,87040203
Nystatin Oral,472132002
Nystatin Oral Suspension,472132002
ofloxacin,17478071310
Ofloxacin (Ophth),11980077905
Scopolamine 0.25% Ophth Soln,998033105
Vancomycin,63323022110
Vancomycin Enema,63323022110
Readi-Cat 2 (Barium Sulfate 2% Suspension),32909071503
Guaifenesin,372000604
Loperamide,50580029304
Dakins 1/2 Strength,436093616
Beclomethasone Dipro. (Nasal),173033602
Cromolyn Sodium (Nasal Inhalation),9770901
Flovent,173049900
Albuterol,597001314
Albuterol-Ipratropium,597001314
Albuterol Sulfate-Ipratropium,597001314
Albuterol Sulfate/Ipratropium,597001314
Hurricaine Spray,283067902
Benzocaine 20% Spray,283067902
MVI,55499120401
Multi,55499120401
Hexavitamin,245008201
Multivitamins,55499120401
Multivitamins,245008201
Multivitamins,38485120401
Aspirin-Caffeine-Butalbital,591321901
Butalbital-Aspirin-Caffeine,527155201
Butalbital-Acetaminophen-Caff,527155201
Docusate Sodium-Casanthranol,51079003920
Tiotropium Bromide,597007506
Tiotropium Bromide,597007575
Tiotropium Bromide,597007541
Spiriva with HandiHaler,597007575
Budesonide,65483070210
Entocort EC,186070210
Budesonide,186070210
*NF* Budesonide,186070210
Captopril,49884079374
Captopril,3045051
CycloSPORINE (Sandimmune),78024015
Cyclosporine (Sandimmune),78024015
Stavudine,3196401
Stavudine,3196501
Stavudine,378504191
Triamterene-Hydrochlorothiazide,7365021
Imodium,51079069020
Loperamide,51079069020
Loperamide,93031101
Loperamide HCl,51079069020
Loxapine Succinate,5535960
Nephrocaps,256018501
Nephrocaps,68084006501
Nitroglycerin SR,603478221
Prazosin,51079063020
Prazosin HCl,51079063020
Prazosin HCl,51079063120
Prazosin,51079063220
Prazosin HCl,51079063220
Ramipril,61570011201
Ramipril,68084026701
Altace,61570011201
Exelon,78032406
Rivastigmine,78032406
Tacrolimus,469061711
Tacrolimus,781210301
tacroli,469061711
Tacrolimus Suspension,469061711
Tacrolimus,781210401
Tacrolimus,469065711
Tacrolimus Suspension,469065711
*NF* Temozolomide,54868534800
Thiothixene,51079058820
Vitamin B Complex,536478701
B Complex Vitamins,536478701
Acetazolamide,5075323
AcetaZOLamide,51285075402
Aprepitant,6046106
Strattera,2322930
Calcitriol,4014401
Calcitriol,54000725
Calcitriol,4014301
Calcitriol,93065701
Rocaltrol,4014301
Chlordiazepoxide HCl,51079037520
Chlordiazepoxide HCl,51079014120
Chlordiazepoxide HCl,51079037420
ClomiPRAMINE,781202701
ClomiPRAMINE,406990762
Clomipramine HCl,78031706
Creon 10,32121001
CycloSPORINE (Sandimmune),78024115
Cyclosporine (Sandimmune),78024115
Dabigatran Etexilate,597010760
dabigatran etexilate,597010760
Dantrolene Sodium,149003005
Propoxyphene HCl,603545921
DiCYCLOmine,54569041702
DiCYCLOmine,51079011820
Dicyclomine,54569041702
Phenytoin,71036524
Phenytoin Sodium Extended,71374066
Phenytoin Sodium Extended,71036524
DiphenhydrAMINE,17714002001
DiphenhydrAMINE,904530661
DiphenhydrAMINE HCl,17714002001
Diphenhydramine HCl,17714002001
Doxercalciferol,64894082550
Doxepin HCl,51079043620
Doxepin HCl,51079043720
Doxepin HCl,51079043820
Doxycycline Hyclate,51079014820
Dronabinol,591359360
Dronabinol,51002121
Dronabinol,54868308400
Dronabinol,591359160
Duloxetine,2323560
Duloxetine,2324001
Duloxetine,2324030
Duloxetine,2324033
Vitamin D,223197101
Ergocalciferol (Vitamin D2),223197101
Nexium,186502031
Nexium,186502228
*NF* Esomeprazole,186502031
Esomeprazole Magnesium,186502228
Esomeprazole Magnesium,186502031
Fexofenadine,88110749
Lescol,78017605
Fluvastatin,78017605
Fluvastatin Sodium,78017605
Ziprasidone,49396041
Ziprasidone Hydrochloride,49396041
Ziprasidone,49399041
Ziprasidone Hydrochloride,49399041
Indomethacin,51079019020
Indomethacin,182168189
Indomethacin,51079019120
Isradipine,78022644
Lansoprazole,300154111
Lansoprazole,300304611
Lansoprazole,300304613
Lansoprazole Oral Suspension,300304611
Lansoprazole Oral Suspension,300304613
Loxapine Succinate,51079067820
Loxapine Succinate,51079090220
Lubiprostone,64764024060
Midrin,53746014101
Minocycline,5534323
Minocycline HCl,5534323
CycloSPORINE (Neoral) MODIFIED,78024615
CycloSPORINE Modified (Neoral),78024615
Cyclosporine Modified (Neoral),78024615
NiCARdipine,67286081201
NiCARdipine,4018301
NiCARdipine,4018401
NiCARdipine,49884049901
Nicardipine HCl,4018401
NIFEdipine,228249710
Nifedipine,51079066420
Nifedipine,51079066520
NIFEdipine,54868152102
Nifedipine,54868152102
Nimodipine,26285570
Nimodipine,555098040
Nimodipine,26285548
Nimodipine,57664013565
Nitrofurantoin (Macrodantin),54569018100
Nortriptyline,68084003101
Nortriptyline,54569022500
Nortriptyline,54569384900
Nortriptyline,904794160
Prilosec,51079000720
Omeprazole,93521193
Omeprazole,904568461
Omeprazole,51079000720
Omeprazole,61113074228
Omeprazole,52959053614
Omeprazole,186074382
Oseltam,4080285
Oseltamivir,4080285
Tamiflu,4080085
Oseltamivir,4080085
Oseltamivir Phosphate,4080085
Oxazepam,62584081201
Oxazepam,228206710
Oxazepam,63857032810
Oxazepam,51079047821
Oxazepam,62584081301
Pancrease MT 16,45034360
Pancrease,45009569
Pangestyme-EC,58177003106
Pancrelipase 4500,39822904501
Phenoxybenzamine HCl,65197000101
Piroxicam,51079074220
Lyrica,71101268
Pregabalin,71101268
*NF* Pregabalin,71101268
Lyrica,71101441
Lyrica,71101468
Pregabalin,71101468
Procarbazine HCl,54482005301
Propranolol,378616001
Propranolol LA,46047081
Propranolol LA,378616001
Propranolol HCl,46047081
Fluoxetine,172436310
Fluoxetine,777310402
Fluoxetine HCl,777310402
Fluoxetine,904578561
Fluoxetine,51079097120
Fluoxetine,93435693
Fluoxetine HCl,777310533
Fluoxetine HCl,51079097120
Exelon,78032306
Rivastigmine,78032306
Theophylline ,55289078860
Theophylline (Slo-bid) Capsule,55289078860
Theophylline (Slo-bid) Capsule,55289075130
Theophylline (Slo-bid) Capsule,75020062
Theophylline (Slo-bid) Capsule,677084601
Stavudine,3196601
Stavudine,3196701
*NF* Sunitinib,69098038
Tamsulosin,115821101
Tamsulosin,51079029420
Tamsulosin,597005801
Tamsulosin HCl,597005801
Temazepam,51079041820
*NF* Temozolomide,85124402
Terazosin,74380511
Terazosin HCl,74380511
Terazosin HCl,74380611
Terazosin,904565261
Terazosin HCl,74380711
Thalidomide,59572020594
Thalidomide,59572010512
Triamterene,108380620
Triamterene,65197000201
Diovan,78035806
Vitamin A,186429100
Ziprasidone,49397041
Ziprasidone Hydrochloride,49397041
Ziprasidone,49398041
Ziprasidone Hydrochloride,49398041
Zonisamide,62856068010
Zonisamide,185019301
Acebutolol,58016030000
Acebutolol HCl,67286417701
Acebutolol HCl,8417704
Acyclovir,904578961
Acyclovir,173099156
Acyclovir,93894093
Acyclovir,173099155
Zovirax,904578961
adder,54092038101
Adderall,54092038101
Adderall XR,54092038101
Dipyridamole-Aspirin,597000160
Amantadine,57480030001
Amantadine,51079048101
Amantadine,51079048120
Amoxicillin,93310793
Amoxicillin,55370088408
Amoxicillin,51079060120
Ampicillin,54868311105
Ampicillin,51079060220
Ampicillin,54569241100
Ampicil,54569241100
AMPicillin,54569241100
Agrylin,54092006301
anagrelide,172524160
Anagrelide,54092006301
Aprepitant,6046206
Atazanavir,3362312
Atazanavir,3362412
Atazanavir,3363112
Bacitracin,9023301
Balsa,54007928
Colazal,65649010102
Balsalazide,54007928
Benzonatate,50111085101
Benzonatate,58177009111
Calcium Acetate,59730640201
Calcium Acetate,54008826
Celebrex,25152031
Celecoxib,25152031
Celebrex,25152531
Celecoxib,25152531
celecoxib,25152531
Cephalexin,51079060420
Cephalexin,51079060520
Cephalexin,143989701
Clindamycin,51079059820
Clindamycin,68084024301
Clindamycin HCl,51079059820
Creon 12,32121201
Dabigatran Etexilate,597013560
